Pay Item,Pay Item (Normalized),Description,Unit,Trade,Category,Division,Part,Item,Sources
"1300 (16)","1300 (16)","Test Piles, furnished and driven","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17)","1300 (17)","aa Concrete Piles cast in Drilled Holes dia. 0.60 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) a","1300 (17)A","Concrete Piles cast in Drilled Holes dia. 0.80 m Page 1 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) b","1300 (17)B","Concrete Piles cast in Drilled Holes dia. 0.90 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) c","1300 (17)C","Concrete Piles cast in Drilled Holes dia. 1.00 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) d","1300 (17)D","Concrete Piles cast in Drilled Holes dia. 1.10 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) e","1300 (17)E","Concrete Piles cast in Drilled Holes dia. 1.20 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) f","1300 (17)F","Concrete Piles cast in Drilled Holes dia. 1.30 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) g","1300 (17)G","Concrete Piles cast in Drilled Holes dia. 1.40 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) h","1300 (17)H","Concrete Piles cast in Drilled Holes dia. 1.50 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) i","1300 (17)I","Concrete Piles cast in Drilled Holes dia. 1.60 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) j","1300 (17)J","Concrete Piles cast in Drilled Holes dia. 1.70 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) k","1300 (17)K","Concrete Piles cast in Drilled Holes dia. 1.80 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) l","1300 (17)L","Concrete Piles cast in Drilled Holes dia. 1.90 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) m","1300 (17)M","Concrete Piles cast in Drilled Holes dia. 2.00 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) n","1300 (17)N","Concrete Piles cast in Drilled Holes dia. 2.10 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) o","1300 (17)O","Concrete Piles cast in Drilled Holes dia. 2.20 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) p","1300 (17)P","Concrete Piles cast in Drilled Holes dia. 2.30 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) q","1300 (17)Q","Concrete Piles cast in Drilled Holes dia. 2.40 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) r","1300 (17)R","Concrete Piles cast in Drilled Holes dia. 2.50 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) s","1300 (17)S","Concrete Piles cast in Drilled Holes dia. 2.60 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) t","1300 (17)T","Concrete Piles cast in Drilled Holes dia. 2.70 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) u","1300 (17)U","Concrete Piles cast in Drilled Holes dia. 2.80 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) v","1300 (17)V","Concrete Piles cast in Drilled Holes dia. 2.90 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) w","1300 (17)W","Concrete Piles cast in Drilled Holes dia. 3.00 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) x","1300 (17)X","Concrete Piles cast in Drilled Holes dia. 3.50 m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) y1","1300 (17)Y1","Concrete Piles cast in Drilled Holes 3.00 m x 6.50 m Oval","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) y2","1300 (17)Y2","Concrete Piles cast in Drilled Holes 3.00 m x 7.00 m Oval","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (17) z","1300 (17)Z","Concrete Piles cast in Drilled Holes Rectangular","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (18) a","1300 (18)A","Concrete Piles cast in Steel Shells dia. 400 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (18) b","1300 (18)B","Concrete Piles cast in Steel Shells dia. 500 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (19) a","1300 (19)A","Concrete Piles cast in Steel Pipes dia. 400 mm Page 2 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (19) b","1300 (19)B","Concrete Piles cast in Steel Pipes dia. 500 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (2)","1300 (2)","Treated Timber Piles, preservative, furnished","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (20)","1300 (20)","Pile Shoes","Each","Other","General Works","","","","BuildingEstimate"
"1300 (21)","1300 (21)","Splices","Each","Other","General Works","","","","BuildingEstimate"
"1300 (22)","1300 (22)","Load Tests","Each","Other","General Works","","","","BuildingEstimate"
"1300 (23) a1","1300 (23)A1","Permanent Casing dia. 0.80 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) a2","1300 (23)A2","Permanent Casing dia. 0.80 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) a3","1300 (23)A3","Permanent Casing dia. 0.80 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) b1","1300 (23)B1","Permanent Casing dia. 0.90 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) b2","1300 (23)B2","Permanent Casing dia. 0.90 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) b3","1300 (23)B3","Permanent Casing dia. 0.90 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) c1","1300 (23)C1","Permanent Casing dia. 1.00 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) c2","1300 (23)C2","Permanent Casing dia. 1.00 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) c3","1300 (23)C3","Permanent Casing dia. 1.00 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) d1","1300 (23)D1","Permanent Casing dia. 1.10 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) d2","1300 (23)D2","Permanent Casing dia. 1.10 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) d3","1300 (23)D3","Permanent Casing dia. 1.10 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) e1","1300 (23)E1","Permanent Casing dia. 1.20 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) e2","1300 (23)E2","Permanent Casing dia. 1.20 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) e3","1300 (23)E3","Permanent Casing dia. 1.20 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) f1","1300 (23)F1","Permanent Casing dia. 1.30 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) f2","1300 (23)F2","Permanent Casing dia. 1.30 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) f3","1300 (23)F3","Permanent Casing dia. 1.30 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) g1","1300 (23)G1","Permanent Casing dia. 1.40 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) g2","1300 (23)G2","Permanent Casing dia. 1.40 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) g3","1300 (23)G3","Permanent Casing dia. 1.40 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) h1","1300 (23)H1","Permanent Casing dia. 1.50 m 10 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) h2","1300 (23)H2","Permanent Casing dia. 1.50 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) h3","1300 (23)H3","Permanent Casing dia. 1.50 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) i1","1300 (23)I1","Permanent Casing dia. 1.60 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) i2","1300 (23)I2","Permanent Casing dia. 1.60 m 16 mm thick Page 3 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) j1","1300 (23)J1","Permanent Casing dia. 1.70 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) j2","1300 (23)J2","Permanent Casing dia. 1.70 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) k1","1300 (23)K1","Permanent Casing dia. 1.80 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) k2","1300 (23)K2","Permanent Casing dia. 1.80 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) l1","1300 (23)L1","Permanent Casing dia. 1.90 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) l2","1300 (23)L2","Permanent Casing dia. 1.90 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) m1","1300 (23)M1","Permanent Casing dia. 2.00 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) m2","1300 (23)M2","Permanent Casing dia. 2.00 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) n1","1300 (23)N1","Permanent Casing dia. 2.10 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) n2","1300 (23)N2","Permanent Casing dia. 2.10 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) o1","1300 (23)O1","Permanent Casing dia. 2.20 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) o2","1300 (23)O2","Permanent Casing dia. 2.20 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) p1","1300 (23)P1","Permanent Casing dia. 2.30 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) p2","1300 (23)P2","Permanent Casing dia. 2.30 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) q1","1300 (23)Q1","Permanent Casing dia. 2.40 m 12 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) q2","1300 (23)Q2","Permanent Casing dia. 2.40 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) r1","1300 (23)R1","Permanent Casing dia. 2.50 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) r2","1300 (23)R2","Permanent Casing dia. 2.50 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) s1","1300 (23)S1","Permanent Casing dia. 2.60 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) s2","1300 (23)S2","Permanent Casing dia. 2.60 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) t1","1300 (23)T1","Permanent Casing dia. 2.70 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) t2","1300 (23)T2","Permanent Casing dia. 2.70 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) u1","1300 (23)U1","Permanent Casing dia. 2.80 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) u2","1300 (23)U2","Permanent Casing dia. 2.80 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) v1","1300 (23)V1","Permanent Casing dia. 2.90 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) v2","1300 (23)V2","Permanent Casing dia. 2.90 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) w1","1300 (23)W1","Permanent Casing dia. 3.00 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) w2","1300 (23)W2","Permanent Casing dia. 3.00 m 20 mm thick Page 4 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) x1","1300 (23)X1","Permanent Casing dia. 3.50 m 16 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) x2","1300 (23)X2","Permanent Casing dia. 3.50 m 20 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (23) y","1300 (23)Y","Permanent Casing dia. 0.60 m 6 mm thick","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (24)","1300 (24)","Permanent Casing","Kilogram","Other","General Works","","","","BuildingEstimate"
"1300 (25)","1300 (25)","Splicing of RC Piles with Epoxy","Each","Other","General Works","","","","BuildingEstimate"
"1300 (26) a","1300 (26)A","Pile Integrity Testing Crosshole-Sonic","Each","Other","General Works","","","","BuildingEstimate"
"1300 (26) b","1300 (26)B","Pile Integrity Testing Low Strain","Each","Other","General Works","","","","BuildingEstimate"
"1300 (27)","1300 (27)","High Strain Dynamic Load Testing (PDA)","Each","Other","General Works","","","","BuildingEstimate"
"1300 (28) a","1300 (28)A","Micro Piles 0.20","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (28) b","1300 (28)B","Micro Piles 0.25","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (28) c","1300 (28)C","Micro Piles 0.30","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (29) a","1300 (29)A","Permanent Casing (Micro Piles) 0.20","Kilogram","Other","General Works","","","","BuildingEstimate"
"1300 (29) b","1300 (29)B","Permanent Casing (Micro Piles) 0.25","Kilogram","Other","General Works","","","","BuildingEstimate"
"1300 (29) c","1300 (29)C","Permanent Casing (Micro Piles) 0.30","Kilogram","Other","General Works","","","","BuildingEstimate"
"1300 (3) a","1300 (3)A","Steel H-Piles, furnished 305 mm x 305 mm 79 kg/m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (3) b","1300 (3)B","Steel H-Piles, furnished 305 mm x 305 mm 94 kg/m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (3) c","1300 (3)C","Steel H-Piles, furnished 305 mm x 305 mm 110 kg/m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (3) d","1300 (3)D","Steel H-Piles, furnished 305 mm x 305 mm 125 kg/m","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (30) a","1300 (30)A","Temporary Steel Casing Furnish/Driven","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (30) b","1300 (30)B","Temporary Steel Casing Extraction 318.5 mm dia. x 10.3 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) a1","1300 (31)A1","Steel Pipe Piles, Furnished & Driven Press-in-Method Normal Headroom thk","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) a2","1300 (31)A2","Steel Pipe Piles, Furnished & Driven 800 mm dia. x 8 mm thk Press-in-Method Normal Headroom","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) a3","1300 (31)A3","Steel Pipe Piles, Furnished & Driven 1200 mm dia. x 16 mm thk Press-in-Method Normal Headroom","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) a4","1300 (31)A4","Steel Pipe Piles, Furnished & Driven 1200 mm dia. x 19 mm thk Press-in-Method Normal Headroom 318.5 mm dia. x 10.3 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) b1","1300 (31)B1","Steel Pipe Piles, Furnished & Driven Press-in-Method Low Headroom thk","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) b2","1300 (31)B2","Steel Pipe Piles, Furnished & Driven 800 mm dia. x 8 mm thk Press-in-Method Low Headroom","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) b3","1300 (31)B3","Steel Pipe Piles, Furnished & Driven 1200 mm dia. x 16 mm thk Press-in-Method Low Headroom","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (31) b4","1300 (31)B4","Steel Pipe Piles, Furnished & Driven 1200 mm dia. x 19 mm thk Press-in-Method Low Headroom","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (32) a1","1300 (32)A1","Steel Pipe Sheet Piles, Furnished and Driven 800 mm dia. x 8 mm thk Page 5 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (32) a2","1300 (32)A2","Steel Pipe Sheet Piles, Furnished and Driven 1200 mm dia. x 19 mm thk","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (33) a","1300 (33)A","PVC Sheet Piles Furnished","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (33) b","1300 (33)B","PVC Sheet Piles Driven Page 6","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (4) a1","1300 (4)A1","Precast Concrete Piles, furnished 400 mm x 400 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (4) a2","1300 (4)A2","Precast Concrete Piles, furnished 450 mm x 450 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (5) a1","1300 (5)A1","Precast, Prestresssed Concrete Piles, furnished 400 mm x 400 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (5) a2","1300 (5)A2","Precast, Prestresssed Concrete Piles, furnished 450 mm x 450 mm","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (6)","1300 (6)","Structural Steel Sheet Piles, furnished","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (7)","1300 (7)","Precast Concrete Sheet Piles, furnished","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (8)","1300 (8)","Untreated Timber Piles, driven","Meter","Other","General Works","","","","BuildingEstimate"
"1300 (9)","1300 (9)","Treated Timber Piles, driven","Meter","Other","General Works","","","","BuildingEstimate"
"1400 (1)","1400 (1)","Cleat, with Accessories","Set","Other","General Works","","","","BuildingEstimate"
"1400 (2)","1400 (2)","Cleat (Replacement)","Each","Other","General Works","","","","BuildingEstimate"
"1400 (3)","1400 (3)","Post, with Accessories","Set","Other","General Works","","","","BuildingEstimate"
"1400 (4)","1400 (4)","Post (Replacement)","Each","Other","General Works","","","","BuildingEstimate"
"1400 (5)","1400 (5)","Bitt, with Accessories","Set","Other","General Works","","","","BuildingEstimate"
"1400 (6)","1400 (6)","Bitt (Replacement)","Each","Other","General Works","","","","BuildingEstimate"
"1400 (7)","1400 (7)","Bollard, with Accessories","Set","Other","General Works","","","","BuildingEstimate"
"1400 (8)","1400 (8)","Bollard (Replacement)","Each","Other","General Works","","","","BuildingEstimate"
"1401 (1)","1401 (1)","Timber Waling","Linear Meter","Other","General Works","","","","BuildingEstimate"
"1402 (1) a","1402 (1)A","Pile Cluster 3","Set","Other","General Works","","","","BuildingEstimate"
"1402 (1) b","1402 (1)B","Pile Cluster 4","Set","Other","General Works","","","","BuildingEstimate"
"1402 (1) c","1402 (1)C","Pile Cluster 5","Set","Other","General Works","","","","BuildingEstimate"
"1402 (1) d","1402 (1)D","Pile Cluster 7 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Set","Other","General Works","","","","BuildingEstimate"
"1402 (1) e","1402 (1)E","Pile Cluster 9","Set","Other","General Works","","","","BuildingEstimate"
"1402 (1) f","1402 (1)F","Pile Cluster 12","Set","Other","General Works","","","","BuildingEstimate"
"1402 (2)","1402 (2)","Concrete Dolphin","Set","Other","General Works","","","","BuildingEstimate"
